yearstart,locationdesc,class,question,data_value,sample_size
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,1405.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.4,1746.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,2901.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,40.8,493.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.7,66.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,2270.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.0,911.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.5,5026.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,2640.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,354.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,1174.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,961.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.6,3133.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.8,505.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,6123.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.3,2282.0
2011,Oklahoma,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.1,8159.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,920.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.8,637.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,832.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.4,856.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.9,1332.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.3,295.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.6,454.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,557.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.1,702.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,988.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.8,1460.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.6,1957.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.0,65.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.1,2223.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,755.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,3418.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,1638.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.8,174.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,627.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.4,289.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,2541.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,5057.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.9,64.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.4,1788.0
2011,Oregon,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.7,5959.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,1902.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.5,1151.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,1378.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,1506.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.0,2232.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.4,588.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.3,125.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.5,1118.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,1360.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.9,1918.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.6,2426.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,3440.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,3.2,108.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.5,3421.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,1529.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,6315.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.6,4075.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,273.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,1152.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.8,871.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.5,4535.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.9,859.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,9253.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,2458.0
2011,Pennsylvania,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,10850.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,844.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.7,561.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,730.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,846.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.0,1670.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,12.9,224.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.0,543.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,828.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,1236.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,1413.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.2,1938.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,6.0,83.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.3,2436.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.6,900.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.3,3728.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.0,1766.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,410.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.0,631.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,529.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,2454.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.2,175.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.9,5249.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.1,109.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,1439.0
2011,Rhode Island,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,6182.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.8,2230.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.1,1289.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.2,1600.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.5,1484.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,2193.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.3,603.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.3,188.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,1150.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.0,1474.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.9,2068.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.5,2886.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.2,4171.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.2,79.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,4.8,52.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,3624.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,1795.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.0,7319.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,3900.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.0,242.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.4,1761.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,1675.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,5033.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,42.3,3311.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.0,8123.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.0,83.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.9,3131.0
2011,South Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.8,12352.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,1165.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,853.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,1163.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.4,1222.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.6,1570.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.5,344.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,87.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,781.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.0,949.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.3,1388.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.9,1717.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,2641.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,44.7,817.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,2463.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.6,1093.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,4539.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.7,2406.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.9,102.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,754.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,647.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,3281.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.7,6717.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,2294.0
2011,South Dakota,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.1,7820.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,1242.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.4,529.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,567.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.7,513.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,748.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,13.6,131.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,66.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.7,372.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.8,593.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.9,965.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.5,1394.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.2,2120.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.0,1381.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,1299.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,3779.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.4,1893.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.0,68.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.5,677.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.1,736.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.0,1796.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,40.2,677.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,4667.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.0,1553.0
2011,Tennessee,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.2,5575.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.3,2280.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,1272.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.9,1625.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,1711.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.0,3585.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.5,570.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,175.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,1309.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.6,1823.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.0,2450.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.5,3068.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,4804.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,47.6,106.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,10.5,307.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.5,5021.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,1827.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,8505.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.5,3540.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.4,3113.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.8,1724.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.6,1859.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,5519.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.5,1005.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.0,9062.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.2,3564.0
2011,Texas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,14024.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.6,1571.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,1093.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.0,1678.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,2045.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.8,3306.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,12.9,822.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.0,98.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.5,1792.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,2167.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.1,2051.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,2135.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.6,2951.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,42.3,85.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,13.1,120.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.2,4159.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.9,1399.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.9,6507.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.5,3262.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,763.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.1,826.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,612.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.8,5411.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,50.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.4,10561.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.2,110.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,3862.0
2011,Utah,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.4,11918.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,967.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,693.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,936.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,1087.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.0,1613.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.6,244.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.6,64.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,494.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,828.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,1324.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,1734.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,2147.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,59.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.4,2875.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.0,836.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.6,3944.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.1,1945.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,88.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,639.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.7,428.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.3,2827.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,6366.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.1,1511.0
2011,Vermont,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,6771.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.6,929.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.0,566.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.0,757.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.2,840.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,1778.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.3,240.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,86.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.9,691.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,832.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.1,1167.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.5,1428.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.8,1793.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,11.5,116.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.8,2410.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.6,782.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,3580.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.4,1691.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.3,210.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.3,499.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.1,547.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.7,2571.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.9,883.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,4682.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.2,1494.0
2011,Virginia,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.2,6151.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,1961.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,1636.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,2051.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.1,2228.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.4,3436.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,12.4,491.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.4,351.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.1,987.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.9,1554.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,2351.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.4,3591.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.6,4922.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,42.1,132.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,8.1,309.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.8,5453.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.1,1693.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.9,8061.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,3259.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,634.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,891.0
2011,Washington,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,751.0
